Year,Event,Gender
1912,ShootingSmallBoreRifleDisappearingTarget25metresTeam,M
1912,AthleticsDiscusThrow,M
1964,EquestrianismMixedDressageIndividual,X
1964,EquestrianismMixedDressageTeam,X
1976,EquestrianismMixedDressageIndividual,X
1976,EquestrianismMixedDressageTeam,X
1928,WrestlingMiddleweightFreestyle,M
1956,SkiJumpingNormalHillIndividual,M
2008,TableTennisTeam,M
1928,ArtCompetitionsMixedSculpturingMedalsAndReliefs,X
1952,AthleticsLongJump,F
1952,AthleticsShotPut,F
1984,Swimming1500metresFreestyle,M
1904,BoxingLightweight,M
1968,SpeedSkating10000metres,M
1948,ArtCompetitionsMixedArchitectureArchitecturalDesigns,X
1932,EquestrianismDressageIndividual,M
1932,EquestrianismDressageTeam,M
1948,EquestrianismDressageIndividual,M
1948,EquestrianismDressageTeam,M
1952,EquestrianismMixedDressageIndividual,X
1952,EquestrianismMixedDressageTeam,X
1956,EquestrianismMixedDressageIndividual,X
1956,EquestrianismMixedDressageTeam,X
1928,RowingCoxlessPairs,M
1992,FigureSkatingSingles,F
1924,WrestlingMiddleweightFreestyle,M
2016,CyclingBMX,F
1996,Cycling1000metresTimeTrial,M
2012,ShootingRapidFirePistol25metres,M
1928,EquestrianismDressageIndividual,M
1928,EquestrianismDressageTeam,M
1936,CanoeingKayakDoubles1000metres,M
1976,CanoeingKayakSingles500metres,F
2004,CanoeingKayakSinglesSlalom,F
2008,CanoeingKayakSinglesSlalom,F
1904,Athletics800metres,M
1906,Athletics1500metresWalk,M
1908,Athletics3mileTeam,M
1948,RowingCoxlessPairs,M
1932,ShootingRapidFirePistol25metres,M
2012,WrestlingLightweightFreestyle,M
1992,Swimming400metresIndividualMedley,F
1932,GymnasticsPommelledHorse,M
1996,CanoeingKayakSingles1000metres,M
1996,CanoeingCanadianSinglesSlalom,M
1956,FigureSkatingSingles,M
2008,BoxingLightWelterweight,M
1984,SpeedSkating1000metres,F
1988,AlpineSkiingDownhill,F
1908,TennisSingles,F
1996,CanoeingKayakSingles500metres,F
2000,CanoeingKayakSingles500metres,F
1980,SpeedSkating500metres,F
1984,AthleticsDecathlon,M
1998,AlpineSkiingDownhill,F
1928,DivingSpringboard,F
2008,SailingTwoPersonKeelboat,M
1906,Swimming400metresFreestyle,M
1992,JudoExtraLightweight,F
2000,Swimming100metresButterfly,F
2004,Swimming100metresButterfly,F
2006,ShortTrackSpeedSkating1000metres,F
2010,ShortTrackSpeedSkating500metres,F
2014,ShortTrackSpeedSkating500metres,F
2000,RowingDoubleSculls,F
2008,RowingQuadrupleSculls,F
1964,JudoOpenClass,M
1932,GymnasticsIndividualAllAround,M
1932,GymnasticsTeamAllAround,M
1932,GymnasticsFloorExercise,M
1932,GymnasticsHorseVault,M
1932,ArtCompetitionsMixedPaintingPaintings,X
2000,ShootingTrap,F
1928,AthleticsDiscusThrow,F
1936,ArtCompetitionsMixedSculpturingMedals,X
1906,ShootingMilitaryRifleKneelingOrStanding300metres,M
1956,AthleticsLongJump,F
1928,SailingMixed8metres,X
1924,CyclingTandemSprint2000metres,M
1936,Athletics110metresHurdles,M
1928,ArtCompetitionsMixedMusicCompositionsForOrchestra,X
1924,RowingDoubleSculls,M
1956,CanoeingCanadianSingles1000metres,M
1912,ShootingFreePistol50metresTeam,M
1908,TennisSinglesCoveredCourts,M
1956,CanoeingCanadianDoubles1000metres,M
1956,CanoeingCanadianDoubles10000metres,M
1968,RowingCoxlessPairs,M
1980,WrestlingBantamweightGrecoRoman,M
1996,Swimming200metresBackstroke,F
1984,CanoeingCanadianDoubles500metres,M
1984,CanoeingCanadianDoubles1000metres,M
2004,BadmintonDoubles,F
2008,BadmintonDoubles,F
1936,Swimming200metresBreaststroke,F
1980,SpeedSkating500metres,M
1984,SpeedSkating500metres,M
1984,SpeedSkating1000metres,M
1920,EquestrianismVaultingTeam,M
2016,CyclingOmnium,M
2016,DivingSynchronizedPlatform,M
2008,WrestlingHeavyweightGrecoRoman,M
2004,CanoeingKayakSinglesSlalom,M
2008,CanoeingKayakSinglesSlalom,M
2008,Swimming200metresButterfly,F
1992,BoxingLightWelterweight,M
1924,WrestlingBantamweightFreestyle,M
2000,TrampoliningIndividual,M
1932,Swimming100metresBackstroke,M
2008,RowingCoxlessPairs,M
1992,AlpineSkiingDownhill,F
1994,AlpineSkiingSuperG,F
1908,BoxingLightweight,M
1994,AlpineSkiingDownhill,F
2002,ShortTrackSpeedSkating500metres,F
2002,ShortTrackSpeedSkating1000metres,F
2002,ShortTrackSpeedSkating1500metres,F
1920,BoxingBantamweight,M
1960,AthleticsShotPut,F
2006,SpeedSkating500metres,F
1956,BoxingLightHeavyweight,M
1924,Athletics5000metres,M
1972,AthleticsPoleVault,M
2008,FencingFoilTeam,F
1952,WrestlingFeatherweightGrecoRoman,M
1906,ShootingFreeRifleThreePositions300metresTeam,M
1906,ShootingFreeRifleAnyPosition300metres,M
1906,ShootingMilitaryRifle18731874GrasModelKneelingOrStanding200metres,M
2016,WeightliftingBantamweight,M
1904,Swimming100YardBackstroke,M
1904,Swimming440YardBreaststroke,M
1976,WrestlingSuperHeavyweightGrecoRoman,M
1920,BoxingMiddleweight,M
1994,FreestyleSkiingAerials,F
1952,AthleticsHighJump,F
1992,RowingSingleSculls,F
1900,RowingCoxedPairs,M
1992,WrestlingFlyweightGrecoRoman,M
1956,AthleticsShotPut,F
2012,FencingepeeTeam,F
1984,RowingSingleSculls,F
1932,AthleticsHighJump,F
1932,AthleticsDiscusThrow,F
1932,AthleticsJavelinThrow,F
1932,RowingCoxedPairs,M
1904,TugOfWarTugOfWar,M
1904,DivingSpringboard,M
1904,AthleticsMarathon,M
1928,Swimming100metresFreestyle,F
1992,FigureSkatingMixedIceDancing,X
1984,CanoeingKayakSingles500metres,M
1948,ArtCompetitionsMixedLiteratureEpicWorks,X
2016,ShootingSmallBoreRifleProne50metres,M
1932,WrestlingBantamweightGrecoRoman,M
2016,CanoeingCanadianDoubles1000metres,M
2008,RowingDoubleSculls,M
2016,CyclingBMX,M
1968,CanoeingKayakSingles500metres,F
1908,BoxingHeavyweight,M
1932,Athletics10000metres,M
2004,RowingCoxlessPairs,M
2012,CanoeingKayakFours500metres,F
2014,SnowboardingHalfpipe,F
2004,EquestrianismMixedDressageIndividual,X
2004,EquestrianismMixedDressageTeam,X
2008,AthleticsHammerThrow,F
1960,Athletics3000metresSteeplechase,M
1968,EquestrianismMixedDressageIndividual,X
1968,EquestrianismMixedDressageTeam,X
1924,ArtCompetitionsMixedArchitecture,X
1908,FigureSkatingSingles,M
1968,RowingSingleSculls,M
1988,FigureSkatingSingles,F
1920,ArtCompetitionsMixedPainting,X
1956,CyclingTandemSprint2000metres,M
1980,WrestlingWelterweightFreestyle,M
1956,Swimming200metresBreaststroke,M
1908,Athletics3500metresWalk,M
1908,TennisSingles,M
1904,RoqueSingles,M
2004,TaekwondoWelterweight,M
1996,WrestlingMiddleweightFreestyle,M
1968,Athletics800metres,F
1924,GymnasticsIndividualAllAround,M
1924,GymnasticsTeamAllAround,M
1924,GymnasticsHorseVault,M
1924,GymnasticsParallelBars,M
1924,GymnasticsHorizontalBar,M
1924,GymnasticsRings,M
1924,GymnasticsPommelledHorse,M
1924,GymnasticsRopeClimbing,M
1924,GymnasticsSideHorse,M
1920,ShootingRunningTargetSingleShot,M
1920,ShootingRunningTargetSingleShotTeam,M
1920,ShootingRunningTargetDoubleShot,M
2012,BadmintonDoubles,F
1924,AlpinismMixedAlpinism,X
1904,ArcheryDoubleAmericanRound,M
1904,ArcheryDoubleYorkRound,M
1904,ArcheryTeamRound,M
1956,AthleticsDecathlon,M
1968,AthleticsDiscusThrow,M
1964,SpeedSkating500metres,M
2000,BadmintonDoubles,F
1920,ArcheryTargetArchery33metresIndividual,M
1920,ArcheryTargetArchery50metresIndividual,M
1936,WeightliftingLightHeavyweight,M
1992,CanoeingKayakSingles500metres,F
1992,Athletics3000metres,F
1924,FigureSkatingSingles,F
1924,AthleticsTripleJump,M
1956,WrestlingBantamweightGrecoRoman,M
1984,SpeedSkating1500metres,F
1948,RowingSingleSculls,M
2008,JudoHeavyweight,F
1980,WeightliftingFeatherweight,M
1980,Athletics110metresHurdles,M
1900,Athletics200metres,M
1992,Athletics400metres,F
1936,CanoeingKayakSingles10000metres,M
1936,CanoeingCanadianDoubles1000metres,M
2002,SnowboardingHalfpipe,F
1952,BoxingLightMiddleweight,M
1964,CanoeingKayakSingles500metres,F
1908,PoloPolo,M
1980,CanoeingCanadianDoubles1000metres,M
1932,RowingCoxlessPairs,M
1904,RowingCoxlessPairs,M
1994,AlpineSkiingCombined,F
1912,ArtCompetitionsMixedSculpturing,X
1968,AthleticsJavelinThrow,M
1988,CanoeingCanadianSingles1000metres,M
1992,CanoeingCanadianSingles500metres,M
1956,CanoeingCanadianSingles10000metres,M
1980,Athletics1500metres,F
1956,AthleticsPoleVault,M
2004,Swimming1500metresFreestyle,M
1988,WrestlingMiddleweightGrecoRoman,M
2008,WeightliftingFlyweight,F
1976,CanoeingKayakDoubles500metres,F
1908,FigureSkatingMixedPairs,X
1900,Swimming1000metresFreestyle,M
1976,BoxingLightHeavyweight,M
2012,WeightliftingFlyweight,F
2016,WeightliftingFeatherweight,F
1904,BoxingFlyweight,M
1896,Athletics100metres,M
1896,Athletics400metres,M
1960,WrestlingFlyweightGrecoRoman,M
1936,CyclingTandemSprint2000metres,M
2008,TrampoliningIndividual,M
2012,TrampoliningIndividual,M
2000,TaekwondoFlyweight,F
1972,CanoeingKayakSingles1000metres,M
2012,WrestlingMiddleweightFreestyle,M
1980,WeightliftingMiddleweight,M
1932,Swimming400metresFreestyle,M
1932,Swimming1500metresFreestyle,M
1998,ShortTrackSpeedSkating1000metres,F
1952,AthleticsDiscusThrow,M
1912,RowingSingleSculls,M
1908,Athletics10mileWalk,M
1924,RowingCoxedPairs,M
1956,WeightliftingLightHeavyweight,M
1976,WrestlingHeavyweightFreestyle,M
1948,FigureSkatingSingles,M
1952,FigureSkatingSingles,M
2008,FencingSabreTeam,M
2012,FencingSabreTeam,M
1912,AthleticsDiscusThrowBothHands,M
1952,CyclingSprint,M
1932,BoxingFlyweight,M
2008,Athletics20kilometresWalk,F
1980,BoxingMiddleweight,M
1948,AthleticsMarathon,M
1932,WrestlingMiddleweightGrecoRoman,M
1920,WeightliftingLightHeavyweight,M
1904,GolfTeam,M
1932,Swimming200metresBreaststroke,F
1984,AthleticsShotPut,F
2008,DivingPlatform,F
1988,WeightliftingMiddleweight,M
1900,SailingMixed005Ton,X
1988,CanoeingCanadianSingles500metres,M
2004,ShootingSkeet,F
1936,WrestlingBantamweightFreestyle,M
2008,CanoeingCanadianSingles1000metres,M
2004,TaekwondoFeatherweight,M
2008,CyclingIndividualPursuit3000metres,F
2012,CyclingOmnium,F
1896,FencingFoilIndividual,M
1900,SailingMixed20Ton,X
2016,CyclingSprint,F
2016,CyclingTeamSprint,F
1906,WeightliftingUnlimitedTwoHands,M
1992,ShortTrackSpeedSkating500metres,F
2010,LugeSingles,F
1996,JudoMiddleweight,F
1928,BoxingMiddleweight,M
2002,ShortTrackSpeedSkating3000metresRelay,F
1948,WrestlingLightHeavyweightFreestyle,M
1998,FigureSkatingSingles,M
2004,TrampoliningIndividual,M
1980,DivingPlatform,F
1984,DivingPlatform,F
2016,DivingSynchronizedSpringboard,M
2000,CyclingPointsRace,M
1948,WeightliftingBantamweight,M
1968,BoxingLightWelterweight,M
1920,WrestlingLightHeavyweightGrecoRoman,M
2004,DivingSynchronizedPlatform,F
1904,WrestlingBantamweightFreestyle,M
1928,ArtCompetitionsMixedLiteratureEpicWorks,X
1912,EquestrianismJumpingTeam,M
1906,ShootingFreePistol25metres,M
1906,ShootingFreePistol50metres,M
1906,ShootingMilitaryRevolver18731874GrasModel20metres,M
1906,ShootingMilitaryRevolver20metres,M
1906,ShootingDuelingPistolAuVise20metres,M
1906,ShootingDuelingPistolAuCommandement25metres,M
1912,ShootingSmallBoreRifleProne50metresTeam,M
1984,SpeedSkating3000metres,F
1956,BoxingLightWelterweight,M
1906,WrestlingLightweightGrecoRoman,M
1976,SpeedSkating10000metres,M
1912,Athletics10000metres,M
1984,WeightliftingHeavyweightII,M
2008,TaekwondoFlyweight,M
1920,SailingMixed65metres,X
1972,Swimming100metresBreaststroke,F
2008,CanoeingKayakDoubles1000metres,M
2016,JudoExtraLightweight,F
2012,CanoeingKayakDoubles500metres,F
2000,WeightliftingHeavyweight,F
1904,FencingFoilIndividual,M
1904,FencingSabreIndividual,M
1904,Athletics200metres,M
1992,Athletics200metres,F
1980,ShootingMixedFreePistol50metres,X
1906,TennisMixedDoubles,X
1964,JudoHeavyweight,M
1904,FencingepeeIndividual,M
1906,FencingepeeTeam,M
2012,DivingSynchronizedSpringboard,M
2016,JudoHalfHeavyweight,F
1904,Athletics200metresHurdles,M
1964,AthleticsDiscusThrow,F
1948,BoxingMiddleweight,M
1960,EquestrianismMixedDressageIndividual,X
1996,RowingCoxlessPairs,F
1908,TennisDoubles,M
1956,CanoeingKayakSingles1000metres,M
1956,FencingFoilIndividual,F
2012,CanoeingKayakSinglesSlalom,F
2008,WeightliftingFeatherweight,F
1904,AthleticsShotPut,M
1904,Athletics56poundWeightThrow,M
1904,AthleticsHammerThrow,M
2014,SkeletonSkeleton,F
1932,CyclingSprint,M
1932,CyclingTandemSprint2000metres,M
1936,CyclingSprint,M
1924,Swimming400metresFreestyle,F
1972,WeightliftingFlyweight,M
1984,WrestlingMiddleweightGrecoRoman,M
2016,BadmintonDoubles,F
1900,EquestrianismMixedFourInHandCompetition,X
1964,WeightliftingMiddleweight,M
1960,Athletics800metres,F
1928,WrestlingHeavyweightFreestyle,M
1936,CanoeingCanadianDoubles10000metres,M
1900,Athletics2500metresSteeplechase,M
1984,JudoExtraLightweight,M
1952,WeightliftingFeatherweight,M
2010,CrossCountrySkiingSprint,M
2004,WrestlingHeavyweightGrecoRoman,M
2004,WeightliftingFlyweight,F
2012,TableTennisSingles,F
2016,TableTennisTeam,F
2000,WeightliftingMiddleweight,F
2000,WrestlingSuperHeavyweightFreestyle,M
2004,RowingCoxedEights,F
2000,AthleticsShotPut,F
1988,CanoeingKayakSingles500metres,M
2012,TaekwondoFeatherweight,F
2004,TrampoliningIndividual,F
1948,Athletics3000metresSteeplechase,M
1948,Athletics10kilometresWalk,M
1936,ArtCompetitionsMixedMusicUnknownEvent,X
2008,WeightliftingSuperHeavyweight,M
1952,WrestlingBantamweightGrecoRoman,M
2012,WeightliftingFeatherweight,F
1932,Athletics50kilometresWalk,M
1980,WeightliftingBantamweight,M
2012,WrestlingMiddleweightFreestyle,F
1900,Athletics110metresHurdles,M
1900,Athletics200metresHurdles,M
2016,CanoeingKayakSinglesSlalom,F
1960,CanoeingCanadianSingles1000metres,M
1932,Cycling1000metresTimeTrial,M
1924,WrestlingMiddleweightGrecoRoman,M
1980,EquestrianismMixedJumpingIndividual,X
2012,TaekwondoHeavyweight,M
1952,DivingSpringboard,F
2014,BobsleighTwo,F
2012,CanoeingCanadianSinglesSlalom,M
2012,CyclingTeamSprint,F
1896,AthleticsHighJump,M
1896,AthleticsLongJump,M
1896,AthleticsShotPut,M
1904,AthleticsAllAroundChampionship,M
1976,RowingCoxlessPairs,F
1932,Athletics80metresHurdles,F
1920,BoxingWelterweight,M
1932,AthleticsPoleVault,M
1932,WrestlingLightweightFreestyle,M
1920,ArcheryPoleArcherySmallBirdsIndividual,M
1920,ArcheryPoleArcheryLargeBirdsIndividual,M
1920,ArcheryPoleArcherySmallBirdsTeam,M
1920,ArcheryPoleArcheryLargeBirdsTeam,M
1936,WrestlingHeavyweightGrecoRoman,M
1956,CanoeingKayakSingles500metres,F
2000,TrampoliningIndividual,F
2012,TrampoliningIndividual,F
1936,WrestlingMiddleweightGrecoRoman,M
1904,Athletics2590metresSteeplechase,M
1932,DivingSpringboard,F
1932,DivingPlatform,F
1920,ArtCompetitionsMixedSculpturing,X
1912,ArtCompetitionsMixedArchitecture,X
1968,CanoeingKayakSingles1000metres,M
2008,DivingSynchronizedSpringboard,M
2004,DivingSynchronizedPlatform,M
1908,BoxingBantamweight,M
1896,AthleticsTripleJump,M
1900,AthleticsTripleJump,M
1932,AthleticsHammerThrow,M
1904,ArcheryDoubleColumbiaRound,F
1904,ArcheryDoubleNationalRound,F
1900,TennisSingles,F
1900,TennisMixedDoubles,X
1932,Swimming100metresBackstroke,F
1900,AthleticsShotPut,M
1952,CanoeingKayakDoubles1000metres,M
1904,Athletics4mileTeam,M
2008,WeightliftingSuperHeavyweight,F
1956,BoxingFeatherweight,M
1920,GymnasticsIndividualAllAround,M
1908,WrestlingBantamweightFreestyle,M
1948,ArtCompetitionsMixedMusicInstrumentalAndChamber,X
1920,WrestlingLightHeavyweightFreestyle,M
2014,FreestyleSkiingMoguls,F
1906,FencingepeeIndividual,M
1960,NordicCombinedIndividual,M
1992,WrestlingBantamweightFreestyle,M
1972,WrestlingSuperHeavyweightGrecoRoman,M
1968,CanoeingCanadianSingles1000metres,M
2012,CyclingSprint,F
1908,FigureSkatingSpecialFigures,M
1932,DivingPlatform,M
1904,WrestlingLightFlyweightFreestyle,M
1996,CyclingPointsRace,M
1956,WrestlingHeavyweightFreestyle,M
2012,TableTennisTeam,F
1920,ShootingMilitaryRifleStanding300metres,M
1932,WrestlingWelterweightGrecoRoman,M
1948,WrestlingLightweightGrecoRoman,M
1896,AthleticsPoleVault,M
1924,WrestlingHeavyweightFreestyle,M
1992,WrestlingHeavyweightGrecoRoman,M
1896,Athletics800metres,M
1932,ArtCompetitionsMixedPaintingGraphicArts,X
1904,Swimming50yardFreestyle,M
1904,Swimming100yardFreestyle,M
1904,Swimming440yardFreestyle,M
2006,SpeedSkating10000metres,M
1932,Athletics800metres,M
1932,AthleticsShotPut,M
1992,WrestlingLightFlyweightGrecoRoman,M
1900,GolfIndividual,M
1936,ArtCompetitionsMixedPaintingDrawingsAndWaterColors,X
1900,BasquePelotaTwoManTeamsWithCesta,M
1900,EquestrianismMixedJumpingIndividual,X
1906,ShootingTrapSingleShot16metres,M
1906,ShootingTrapDoubleShot14metres,M
1928,ArtCompetitionsMixedLiteratureDramaticWorks,X
1900,TennisSingles,M
1900,TennisDoubles,M
1920,WeightliftingFeatherweight,M
1952,Swimming100metresBackstroke,F
1920,SailingMixed8metres,X
1936,BoxingHeavyweight,M
1904,AthleticsLongJump,M
1900,EquestrianismMixedLongJump,X
1906,TennisSingles,F
1932,DivingSpringboard,M
1906,RowingSingleSculls,M
2004,WeightliftingSuperHeavyweight,F
2012,AthleticsLongJump,F
1964,RowingSingleSculls,M
1972,LugeSingles,F
1936,CanoeingFoldingKayakSingles10kilometres,M
1932,WrestlingBantamweightFreestyle,M
1980,RowingSingleSculls,M
1906,AthleticsStandingHighJump,M
1904,FencingFoilTeam,M
1976,CanoeingKayakSingles500metres,M
1964,WrestlingHeavyweightGrecoRoman,M
1972,WrestlingSuperHeavyweightFreestyle,M
1904,WrestlingHeavyweightFreestyle,M
2000,WeightliftingLightHeavyweight,F
1932,WrestlingHeavyweightGrecoRoman,M
1980,EquestrianismMixedDressageIndividual,X
1980,EquestrianismMixedDressageTeam,X
1896,ShootingFreePistol30metres,M
1896,ShootingMilitaryPistol25metres,M
1932,RowingSingleSculls,M
2000,WeightliftingFlyweight,F
1948,CanoeingCanadianDoubles10000metres,M
1896,Swimming100metresFreestyleForSailors,M
1900,ArcherySurLaPercheaLaHerse,M
1980,WeightliftingHeavyweightII,M
1968,WeightliftingHeavyweight,M
1900,SailingMixed310Ton,X
1932,WeightliftingLightHeavyweight,M
1904,RowingSingleSculls,M
1904,GymnasticsIndividualAllAround4Events,M
1904,GymnasticsParallelBars,M
1928,WeightliftingHeavyweight,M
1932,WeightliftingHeavyweight,M
1906,Athletics110metresHurdles,M
1908,RowingCoxlessPairs,M
1932,WeightliftingLightweight,M
1980,CanoeingCanadianSingles1000metres,M
1936,AlpinismMixedAlpinism,X
1984,AthleticsJavelinThrow,F
1936,ArtCompetitionsMixedMusicCompositionsForOrchestra,X
1936,ArtCompetitionsMixedLiteratureEpicWorks,X
1932,WrestlingFeatherweightGrecoRoman,M
1906,Athletics3000metresWalk,M
1988,WrestlingFlyweightGrecoRoman,M
1908,ShootingRunningTargetSingleShotTeam,M
1896,WeightliftingUnlimitedOneHand,M
1896,WeightliftingUnlimitedTwoHands,M
1896,WrestlingUnlimitedClassGrecoRoman,M
1956,WrestlingFeatherweightFreestyle,M
1964,CanoeingCanadianSingles1000metres,M
2000,DivingSynchronizedPlatform,M
1904,WrestlingLightweightFreestyle,M
1904,AthleticsTripleJump,M
1932,SpeedSkating500metres,M
1924,AthleticsHammerThrow,M
2004,WrestlingMiddleweightFreestyle,F
2004,DivingSynchronizedSpringboard,F
1956,Swimming200metresBreaststroke,F
1936,WrestlingMiddleweightFreestyle,M
1904,AthleticsStandingTripleJump,M
1904,GymnasticsHorseVault,M
1904,GymnasticsHorizontalBar,M
1904,GymnasticsRopeClimbing,M
1904,GymnasticsSideHorse,M
1952,WrestlingHeavyweightGrecoRoman,M
1988,CyclingSprint,F
1948,WrestlingHeavyweightGrecoRoman,M
1936,ArtCompetitionsMixedLiteratureLyricWorks,X
1936,AthleticsDiscusThrow,F
1980,ShootingMixedRapidFirePistol25metres,X
1908,MotorboatingMixedBClassUnder60Feet,X
1908,MotorboatingMixedCClass,X
1960,RowingSingleSculls,M
1904,BoxingBantamweight,M
1976,WrestlingLightweightFreestyle,M
1896,CyclingSprint,M
1896,Cycling10000metres,M
1900,AthleticsHammerThrow,M
1928,BoxingHeavyweight,M
1948,ArtCompetitionsMixedSculpturingReliefs,X
1904,BoxingWelterweight,M
2000,ShootingDoubleTrap,F
1932,WrestlingWelterweightFreestyle,M
2004,WrestlingLightweightFreestyle,F
1928,WrestlingBantamweightFreestyle,M
1920,AthleticsPoleVault,M
1956,RowingSingleSculls,M
1932,WeightliftingMiddleweight,M
1896,ShootingMuzzleLoadingPistol25metres,M
1936,ArtCompetitionsMixedSculpturingReliefs,X
1964,BoxingHeavyweight,M
1928,ArtCompetitionsMixedMusicInstrumentalAndChamber,X
1980,WrestlingFeatherweightGrecoRoman,M
1952,AthleticsShotPut,M
1906,FencingepeeMastersIndividual,M
1900,EquestrianismMixedHighJump,X
1896,AthleticsDiscusThrow,M
2004,WrestlingHeavyweightFreestyle,F
1972,CanoeingKayakSingles500metres,F
2012,CyclingKeirin,F
1936,ArtCompetitionsMixedMusicCompositionsForSoloOrChorus,X
1896,FencingSabreIndividual,M
1964,CanoeingKayakSingles1000metres,M
1904,BoxingFeatherweight,M
1996,JudoHalfLightweight,F
1904,GymnasticsRings,M
1900,ArcherySurLaPercheaLaPyramide,M
1984,WrestlingLightweightGrecoRoman,M
2008,CyclingSprint,F
1904,FencingSingleSticksIndividual,M
1908,FigureSkatingSingles,F
2016,WrestlingMiddleweightFreestyle,F
1932,GymnasticsTumbling,M
1932,WrestlingLightHeavyweightGrecoRoman,M
1912,ArtCompetitionsMixedPainting,X
1920,FigureSkatingSingles,F
1932,BoxingBantamweight,M
1992,WrestlingWelterweightFreestyle,M
1920,ShootingUnknownEvent,M
1932,AthleticsHighJump,M
1920,SailingMixed18foot,X
1900,ArcheryUnknownEvent,M
1900,ArcheryAuChapelet50metres,M
1968,WrestlingLightHeavyweightGrecoRoman,M
1904,GymnasticsClubSwinging,M
1900,ArcheryChampionnatDuMonde,M
1932,WrestlingMiddleweightFreestyle,M
1904,Athletics400metresHurdles,M
1932,WrestlingHeavyweightFreestyle,M
1904,RowingDoubleSculls,M
1900,Athletics60metres,M
1904,ArcheryTeamRound,F
1936,ArtCompetitionsMixedPaintingGraphicArts,X
1906,WrestlingAllAroundGrecoRoman,M
1904,WeightliftingUnlimitedTwoHands,M
